PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
292.899,-27.990,-90.025,-87.918,-87.425,-87.343,-87.413,-87.418,-87.436,-84.434,-90.915,-93.291,-92.406,-90.710,-90.254,-90.122,-89.665,-88.585,-93.030,-88.548,-86.987,-86.351,-87.293,-91.249,-87.315,-85.852,-85.815,-92.893,-90.172,-90.107,-87.901,-88.677,-85.831,-89.436,-90.039,-90.558,-89.211,-88.181,-87.485,-86.787,-91.192,-87.777,-84.952,-85.102,-92.953,-93.703,-93.470,-86.268,-86.660,-88.284,-87.684,-87.972,-91.455,-91.907,-92.449,-93.009,-86.778,-91.322,-92.745,-94.039,-91.691,-92.705,-88.635,-89.482,-90.785,-90.732,-92.301,-91.816,-88.299,-91.546,-90.199,-84.611,-87.850,-86.479,-86.486,-86.866,-87.764,-89.175,-87.758,-88.163,-93.044,-88.699,-87.723,-87.041,-88.725,-89.336,-85.546,-87.806,-91.577,-90.399,-91.979,-91.029,-90.611,-91.477,-92.709,-88.930,-86.928,-89.430,-87.828,-89.733,-88.800,-89.479,-87.291
310.405,-27.990,-87.812,-91.777,-93.498,-88.260,-87.051,-89.536,-89.507,-92.992,-90.970,-87.705,-92.462,-91.584,-88.311,-92.462,-90.201,-93.760,-92.937,-94.452,-86.749,-85.002,-87.340,-88.180,-95.437,-85.717,-86.923,-85.944,-90.290,-83.946,-88.685,-90.871,-92.380,-96.638,-92.581,-92.561,-90.817,-91.522,-91.509,-91.476,-88.485,-89.180,-86.053,-85.744,-88.873,-87.961,-87.549,-88.962,-86.853,-91.420,-88.012,-91.544,-90.494,-87.119,-93.318,-91.710,-93.210,-92.463,-94.536,-90.534,-90.918,-90.411,-85.485,-85.470,-89.540,-92.418,-92.296,-87.630,-88.223,-95.138,-87.013,-89.507,-88.274,-91.312,-89.429,-84.803,-89.044,-87.832,-87.106,-89.469,-86.920,-85.466,-83.251,-81.097,-84.954,-90.314,-85.985,-87.303,-85.534,-85.280,-89.166,-89.240,-90.450,-87.344,-91.602,-88.597,-90.759,-90.113,-92.579,-87.109,-86.247,-88.571,-87.370
327.911,-27.990,-85.473,-88.468,-87.131,-87.458,-92.036,-89.347,-89.329,-85.789,-86.459,-85.351,-86.205,-87.618,-94.983,-91.103,-88.480,-86.609,-87.720,-87.876,-88.826,-84.756,-84.659,-88.861,-99.460,-87.377,-90.899,-94.897,-91.157,-85.404,-89.451,-86.414,-88.214,-88.180,-92.136,-88.722,-89.993,-90.630,-88.306,-87.295,-87.993,-87.637,-89.789,-87.587,-91.312,-90.798,-90.604,-90.756,-90.303,-88.635,-88.669,-86.449,-86.498,-85.042,-90.856,-87.993,-89.982,-88.578,-85.734,-85.735,-93.677,-88.830,-92.897,-90.962,-89.591,-86.313,-87.092,-85.832,-85.240,-86.207,-85.639,-85.100,-87.109,-85.062,-86.232,-91.878,-89.075,-90.021,-93.606,-93.628,-90.709,-91.012,-94.205,-86.723,-84.270,-89.845,-86.941,-89.600,-86.004,-85.312,-86.954,-89.545,-85.550,-85.499,-90.278,-85.928,-85.933,-89.218,-88.791,-92.345,-87.772,-86.255,-94.750
257.887,-24.806,-87.332,-94.433,-95.249,-89.747,-86.447,-88.982,-87.368,-86.908,-87.291,-88.461,-88.478,-89.679,-87.437,-91.232,-87.024,-88.631,-85.403,-86.771,-87.245,-85.260,-85.988,-86.443,-88.742,-90.951,-88.162,-91.125,-89.558,-91.722,-90.040,-90.282,-89.334,-89.249,-88.850,-94.672,-88.196,-86.940,-84.336,-87.546,-86.970,-90.881,-91.581,-91.115,-89.790,-88.281,-88.158,-89.506,-85.628,-89.770,-85.666,-85.634,-92.210,-99.620,-93.787,-89.977,-92.395,-86.330,-88.054,-82.787,-88.215,-89.001,-90.620,-88.736,-89.091,-88.309,-88.474,-88.293,-91.415,-89.975,-87.368,-86.653,-86.680,-90.805,-90.435,-90.212,-84.959,-86.449,-88.573,-83.049,-84.166,-89.121,-87.920,-93.158,-84.433,-90.581,-90.465,-89.161,-90.394,-91.723,-92.366,-91.983,-87.909,-87.032,-92.200,-88.013,-85.841,-87.473,-90.010,-84.667,-83.755,-88.830,-88.896
275.393,-24.806,-87.676,-88.630,-87.910,-88.603,-92.637,-85.833,-89.357,-90.467,-92.309,-88.847,-93.301,-89.667,-83.805,-86.095,-91.858,-91.339,-91.995,-92.729,-91.793,-91.800,-86.921,-85.801,-87.403,-87.422,-97.856,-87.455,-90.450,-87.432,-87.618,-88.021,-88.845,-89.751,-87.554,-87.002,-87.035,-86.004,-90.171,-88.762,-86.694,-87.646,-87.877,-96.252,-92.029,-86.431,-89.784,-88.487,-89.511,-88.856,-88.861,-88.217,-86.345,-88.163,-88.816,-91.632,-92.135,-87.307,-89.753,-90.445,-88.754,-87.953,-87.762,-87.761,-88.653,-87.090,-84.733,-86.558,-86.613,-87.223,-93.238,-88.597,-86.615,-97.456,-89.025,-86.864,-87.883,-87.696,-90.237,-86.903,-87.484,-91.058,-90.699,-93.054,-89.352,-88.940,-92.810,-85.833,-92.939,-85.919,-87.840,-91.665,-90.085,-85.848,-88.456,-89.119,-87.277,-86.503,-88.937,-84.903,-84.880,-89.119,-90.365
292.899,-24.806,-85.379,-89.555,-90.920,-90.344,-89.464,-88.100,-93.794,-93.265,-89.215,-90.470,-91.118,-91.274,-88.584,-86.918,-87.205,-88.198,-90.124,-91.980,-86.736,-88.171,-95.436,-92.250,-90.393,-85.700,-86.935,-91.711,-91.061,-92.042,-90.930,-90.867,-88.818,-88.784,-88.490,-88.204,-93.422,-90.816,-88.662,-87.592,-91.856,-87.819,-86.090,-87.309,-86.824,-89.560,-90.661,-87.747,-88.544,-93.129,-89.666,-89.701,-90.607,-89.551,-87.682,-90.623,-89.518,-93.124,-86.988,-89.379,-89.769,-90.417,-89.049,-90.746,-86.521,-85.883,-85.567,-88.729,-88.721,-88.899,-89.811,-84.307,-84.516,-87.008,-86.987,-92.659,-87.379,-86.697,-91.029,-87.859,-88.074,-92.586,-94.903,-90.583,-89.172,-88.240,-86.799,-89.600,-87.204,-89.662,-89.307,-91.498,-91.044,-90.891,-89.887,-88.496,-87.604,-87.935,-91.852,-85.838,-86.665,-86.685,-92.568
310.405,-24.806,-89.737,-86.973,-91.235,-92.211,-90.304,-87.690,-85.179,-90.981,-87.168,-90.569,-90.211,-89.777,-84.561,-84.494,-89.699,-89.387,-92.342,-86.860,-89.022,-86.666,-93.041,-95.065,-85.780,-90.532,-91.223,-91.568,-87.627,-87.545,-87.007,-86.167,-84.817,-85.190,-90.451,-92.533,-90.686,-86.217,-90.004,-90.356,-93.496,-91.678,-90.912,-89.657,-87.732,-90.274,-83.536,-90.108,-86.066,-85.992,-85.653,-85.507,-86.832,-90.297,-89.302,-86.292,-90.131,-89.390,-89.332,-88.304,-89.660,-87.525,-86.008,-88.235,-90.733,-87.357,-87.430,-89.390,-89.642,-86.342,-88.062,-89.313,-87.470,-85.446,-84.940,-88.836,-90.047,-90.051,-93.360,-89.074,-84.415,-87.625,-91.746,-91.222,-85.648,-84.729,-90.903,-92.446,-90.407,-86.640,-86.476,-90.365,-90.378,-96.835,-91.842,-93.091,-93.221,-88.478,-90.368,-95.082,-91.054,-91.832,-85.950
327.911,-24.806,-84.866,-85.369,-88.499,-86.556,-88.048,-84.946,-89.714,-89.682,-86.137,-89.358,-89.904,-92.408,-87.693,-87.687,-89.526,-95.192,-88.625,-86.572,-86.422,-86.440,-92.118,-90.626,-88.106,-88.354,-90.417,-83.527,-84.840,-88.562,-86.171,-92.931,-91.429,-84.828,-91.302,-89.156,-88.520,-87.315,-89.214,-86.463,-86.858,-85.831,-89.177,-87.164,-88.760,-88.799,-92.829,-90.762,-91.362,-84.993,-88.565,-91.156,-88.681,-87.520,-91.716,-91.518,-94.683,-89.407,-86.335,-87.973,-88.996,-91.058,-90.063,-87.601,-86.857,-89.815,-92.471,-90.159,-90.000,-91.172,-89.968,-92.143,-89.352,-88.357,-85.468,-86.369,-89.428,-87.604,-87.535,-86.927,-87.683,-89.305,-88.558,-86.572,-88.925,-85.500,-91.803,-93.560,-90.874,-87.219,-85.727,-89.210,-88.312,-91.436,-89.529,-86.986,-86.063,-86.029,-86.509,-91.860,-89.175,-92.883,-88.818
257.887,-21.621,-92.787,-89.142,-85.527,-85.426,-86.875,-86.739,-86.731,-87.827,-87.372,-87.466,-87.489,-96.247,-93.380,-91.510,-90.682,-91.067,-86.638,-88.756,-88.310,-91.785,-86.812,-87.520,-88.154,-88.696,-94.511,-88.391,-88.140,-88.804,-86.353,-88.608,-90.460,-87.774,-87.548,-83.564,-84.600,-84.891,-91.771,-91.918,-90.606,-89.717,-85.954,-85.358,-86.712,-87.374,-84.703,-88.657,-89.261,-89.617,-90.009,-90.762,-92.262,-88.843,-88.823,-93.452,-89.795,-90.291,-95.611,-93.271,-91.681,-89.462,-90.612,-85.708,-86.229,-93.392,-87.405,-86.859,-89.421,-91.932,-89.114,-87.420,-92.141,-85.429,-90.771,-90.768,-91.401,-85.597,-87.947,-82.491,-84.117,-88.652,-93.452,-91.460,-87.212,-90.532,-88.882,-91.394,-89.409,-90.757,-85.727,-91.312,-90.744,-84.839,-87.370,-90.545,-93.790,-90.515,-93.918,-84.828,-84.844,-84.041,-87.153
275.393,-21.621,-91.286,-88.268,-87.812,-87.478,-87.271,-91.061,-90.423,-86.267,-88.694,-87.061,-86.660,-93.056,-89.565,-89.484,-90.871,-87.851,-91.534,-89.050,-89.793,-89.095,-90.372,-90.438,-86.714,-93.675,-89.037,-89.113,-90.449,-92.849,-86.725,-86.626,-87.258,-87.270,-85.295,-84.135,-89.868,-90.806,-89.328,-92.832,-92.111,-89.965,-89.849,-90.192,-92.015,-92.625,-93.251,-89.305,-90.712,-89.189,-89.406,-87.965,-91.456,-90.013,-91.739,-88.857,-88.697,-87.269,-89.085,-88.049,-88.000,-90.962,-89.786,-89.598,-87.575,-84.801,-86.681,-89.025,-96.095,-87.825,-87.944,-90.752,-88.831,-88.916,-91.739,-89.490,-92.280,-90.526,-85.542,-83.297,-85.498,-92.785,-98.758,-89.020,-89.018,-91.637,-87.344,-90.046,-93.146,-85.749,-85.656,-86.345,-86.717,-88.340,-89.485,-86.190,-90.302,-85.037,-84.681,-87.141,-94.179,-85.356,-85.400
292.899,-21.621,-88.916,-87.182,-91.535,-91.676,-90.438,-91.155,-88.201,-88.679,-91.668,-89.470,-88.403,-82.605,-83.117,-85.926,-88.278,-86.464,-91.841,-87.984,-89.958,-89.694,-86.019,-86.134,-86.075,-89.106,-86.856,-91.028,-89.063,-86.498,-89.439,-87.776,-96.882,-85.908,-88.984,-85.601,-88.833,-87.460,-90.126,-93.330,-93.083,-85.807,-89.538,-91.790,-87.347,-87.814,-85.291,-89.228,-91.211,-87.239,-86.302,-89.951,-85.315,-85.244,-89.212,-85.568,-89.177,-88.965,-86.275,-95.342,-88.612,-90.140,-89.432,-89.685,-91.584,-88.878,-87.440,-91.125,-88.807,-88.812,-87.736,-85.865,-86.867,-89.224,-86.679,-85.242,-88.763,-89.336,-89.234,-84.427,-84.666,-87.807,-88.495,-88.662,-87.616,-86.003,-85.998,-84.825,-91.360,-88.165,-88.166,-90.506,-85.651,-86.927,-86.991,-88.846,-90.001,-91.715,-85.756,-92.283,-91.004,-88.011,-88.259
310.405,-21.621,-89.330,-88.102,-85.145,-89.730,-88.733,-92.900,-91.756,-86.721,-88.298,-84.542,-84.458,-89.580,-90.264,-86.589,-87.067,-89.447,-93.948,-95.375,-89.673,-93.669,-94.746,-87.394,-87.390,-83.786,-85.081,-83.787,-86.921,-87.895,-93.011,-89.431,-88.440,-86.895,-85.443,-88.466,-89.111,-88.696,-86.066,-85.992,-89.532,-88.123,-89.474,-88.881,-88.684,-86.193,-90.588,-89.263,-89.996,-90.838,-90.906,-87.188,-88.814,-90.477,-89.744,-88.086,-87.504,-88.390,-84.598,-83.468,-87.880,-94.709,-95.619,-93.072,-90.004,-85.596,-90.841,-94.321,-97.241,-89.073,-84.413,-84.350,-88.434,-91.798,-91.942,-98.673,-87.975,-87.996,-83.792,-84.980,-88.762,-90.136,-84.091,-86.159,-90.937,-86.453,-86.710,-91.223,-89.464,-91.239,-86.142,-89.850,-90.591,-89.956,-88.686,-90.333,-85.957,-86.074,-91.520,-89.934,-89.299,-86.189,-87.118
327.911,-21.621,-88.907,-85.473,-88.235,-87.017,-85.538,-91.177,-90.477,-88.969,-88.556,-94.043,-87.429,-91.415,-90.930,-89.394,-89.741,-88.173,-91.213,-91.908,-92.500,-93.140,-88.789,-87.686,-85.382,-89.125,-91.945,-90.243,-87.924,-86.054,-89.954,-89.729,-84.972,-85.085,-88.732,-87.966,-87.417,-86.108,-86.464,-91.243,-90.291,-88.084,-88.532,-90.889,-87.899,-86.979,-87.020,-90.904,-88.492,-86.868,-86.972,-86.895,-85.170,-88.270,-85.891,-84.676,-90.739,-92.067,-90.175,-89.298,-94.433,-90.150,-90.017,-89.811,-89.858,-87.586,-91.124,-89.403,-88.517,-88.515,-91.191,-87.888,-88.166,-91.742,-86.293,-84.459,-87.408,-87.508,-89.196,-89.623,-87.476,-92.205,-89.531,-87.373,-87.217,-87.617,-95.989,-90.566,-86.037,-85.722,-84.940,-88.024,-90.189,-88.775,-89.954,-89.203,-90.345,-86.638,-92.018,-92.538,-90.937,-87.144,-90.187
