PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
127.241,114.871,-100.377,-101.564,-101.667,-102.092,-103.133,-102.357,-102.262,-101.605,-99.045,-99.063,-104.624,-99.781,-102.586,-101.817,-100.809,-103.323,-101.172,-101.094,-100.809,-100.495,-103.583,-100.019,-102.140,-101.634,-101.009,-100.357,-99.541,-101.417,-98.418,-100.453,-99.283,-103.320,-101.203,-101.522,-100.294,-99.451,-100.156,-102.333,-103.165,-97.945,-98.995,-99.862,-100.729,-102.174,-101.161,-98.499,-101.030,-99.204,-95.929,-100.931,-98.034,-100.745,-103.201,-97.297,-98.136,-101.879,-100.325,-97.765,-99.246,-99.763,-101.752,-98.297,-100.459,-95.348,-97.393,-101.895,-100.662,-98.109,-100.020,-97.866,-100.489,-103.472,-95.529,-99.776,-99.922,-99.698,-101.741,-101.743,-99.631,-96.385,-100.290,-102.550,-101.962,-100.289,-98.702,-95.670,-101.503,-99.296,-102.244,-101.468,-100.316,-101.811,-101.252,-102.624,-99.338,-99.102,-100.852,-99.487,-102.082,-101.683,-89.789
173.780,114.871,-101.624,-98.555,-100.554,-103.459,-101.709,-102.891,-102.279,-102.608,-99.154,-99.888,-99.666,-103.839,-101.609,-101.060,-102.954,-100.995,-100.841,-100.506,-101.483,-102.718,-102.103,-82.885,-101.293,-100.320,-100.293,-102.660,-101.696,-100.357,-101.214,-102.991,-99.279,-101.195,-102.380,-96.790,-99.456,-97.580,-100.055,-100.414,-102.527,-98.684,-99.938,-99.056,-101.671,-100.839,-100.637,-99.192,-100.871,-98.900,-96.949,-100.812,-100.557,-100.980,-98.408,-98.396,-96.805,-101.096,-97.678,-100.039,-96.517,-98.431,-102.786,-97.556,-100.997,-98.005,-97.771,-102.832,-100.602,-101.137,-100.972,-100.568,-100.219,-103.432,-97.295,-101.505,-99.533,-99.862,-100.508,-103.841,-101.357,-95.707,-101.763,-100.090,-102.729,-102.285,-102.656,-97.768,-101.013,-100.651,-100.685,-100.489,-96.289,-101.735,-100.962,-103.100,-98.577,-100.078,-100.944,-99.346,-101.598,-102.237,-88.817
220.319,114.871,-100.027,-99.616,-101.688,-98.340,-101.216,-102.330,-102.745,-100.860,-101.318,-101.424,-102.390,-101.387,-101.200,-99.800,-100.145,-103.108,-103.615,-101.126,-98.794,-102.140,-101.615,-101.528,-100.948,-102.890,-99.963,-102.545,-99.546,-101.563,-98.259,-101.502,-101.787,-99.389,-101.193,-101.572,-100.939,-101.269,-102.157,-100.936,-102.555,-99.673,-100.510,-99.876,-98.939,-101.591,-101.221,-97.601,-101.166,-100.517,-98.435,-103.045,-99.705,-99.300,-101.056,-92.737,-91.863,-103.670,-100.414,-98.302,-102.324,-101.513,-101.647,-98.654,-99.791,-100.887,-101.147,-102.527,-101.221,-102.489,-99.877,-101.280,-100.762,-102.609,-98.757,-101.178,-100.616,-99.948,-100.369,-101.986,-100.091,-97.379,-101.248,-102.619,-102.103,-101.287,-100.248,-98.744,-102.510,-99.014,-102.032,-99.687,-101.975,-101.890,-101.724,-101.238,-100.551,-98.757,-101.300,-97.631,-99.234,-101.701,-91.819
266.858,114.871,-100.896,-100.576,-102.914,-99.235,-99.174,-100.246,-103.360,-103.162,-99.189,-98.282,-102.450,-101.565,-101.916,-100.897,-99.755,-99.745,-100.808,-101.562,-101.536,-100.207,-103.218,-85.188,-100.916,-99.963,-97.804,-101.216,-100.538,-102.746,-100.472,-101.315,-100.228,-100.447,-101.238,-100.948,-102.244,-101.144,-101.917,-99.456,-100.509,-101.501,-99.551,-102.190,-99.408,-101.709,-100.347,-101.518,-100.309,-99.133,-98.718,-102.326,-95.837,-101.136,-100.268,-95.777,-91.991,-100.511,-100.319,-98.104,-99.990,-101.417,-102.671,-99.319,-101.214,-98.455,-96.272,-102.048,-101.760,-101.086,-99.043,-101.029,-101.908,-102.098,-97.639,-97.736,-101.000,-100.413,-99.781,-101.861,-98.899,-99.690,-98.933,-100.199,-101.603,-102.363,-99.667,-100.923,-103.823,-99.184,-101.041,-101.405,-95.333,-102.323,-97.161,-101.570,-97.576,-100.098,-101.539,-99.971,-100.373,-101.626,-96.426
313.397,114.871,-102.646,-99.439,-101.433,-99.529,-100.467,-99.303,-100.537,-100.188,-97.340,-99.160,-102.573,-98.768,-102.412,-96.786,-100.784,-102.744,-100.870,-102.732,-101.321,-100.474,-102.740,-101.311,-101.652,-83.382,-103.339,-101.182,-100.620,-102.098,-99.863,-100.679,-102.263,-98.341,-102.732,-100.250,-102.749,-99.175,-98.524,-100.802,-103.092,-101.616,-99.577,-99.901,-100.379,-101.434,-100.507,-101.658,-100.567,-101.374,-98.051,-102.987,-99.619,-99.638,-98.812,-94.837,-93.466,-101.717,-101.241,-97.034,-101.555,-98.719,-103.401,-98.822,-101.816,-99.819,-100.268,-103.160,-102.137,-98.349,-99.971,-101.105,-95.864,-102.881,-99.150,-99.432,-99.641,-97.674,-101.940,-98.772,-99.049,-97.607,-101.002,-100.904,-100.373,-102.434,-100.750,-98.702,-102.282,-100.705,-101.314,-99.843,-100.504,-101.287,-100.629,-102.920,-100.759,-102.126,-101.553,-98.076,-99.313,-101.003,-93.200
127.241,128.774,-101.916,-100.569,-99.077,-102.984,-99.668,-100.758,-98.938,-99.436,-100.331,-100.417,-101.342,-101.613,-101.836,-101.665,-102.147,-102.513,-102.315,-101.861,-99.682,-101.470,-101.066,-102.262,-102.002,-99.177,-100.722,-101.051,-99.671,-100.669,-100.045,-102.109,-99.610,-99.989,-102.946,-100.013,-101.188,-100.444,-102.074,-100.110,-101.939,-103.157,-98.406,-98.106,-101.355,-97.789,-102.477,-97.932,-100.433,-101.547,-97.280,-102.842,-98.893,-102.789,-101.916,-96.989,-96.207,-101.288,-98.147,-101.817,-98.919,-101.635,-101.265,-99.154,-101.117,-99.558,-99.859,-102.019,-102.505,-100.900,-100.382,-101.187,-99.734,-101.993,-95.362,-103.039,-100.748,-99.194,-99.979,-100.617,-99.042,-99.049,-99.630,-100.521,-101.534,-101.346,-100.854,-100.016,-100.812,-98.904,-101.833,-98.638,-99.133,-101.898,-100.150,-102.423,-99.237,-99.958,-101.862,-98.866,-99.811,-101.990,-90.587
173.780,128.774,-101.771,-101.930,-98.570,-102.118,-100.539,-101.051,-101.143,-100.131,-98.961,-100.215,-99.249,-101.257,-100.321,-101.023,-102.169,-101.509,-101.305,-100.857,-97.587,-99.785,-100.622,-86.077,-102.915,-101.305,-102.375,-100.759,-101.374,-103.662,-100.061,-102.821,-103.299,-99.812,-99.610,-100.757,-101.117,-99.662,-100.601,-98.820,-101.290,-102.141,-101.398,-99.131,-100.924,-101.155,-101.359,-98.876,-99.999,-102.551,-97.838,-101.460,-95.951,-100.023,-99.977,-100.374,-97.440,-102.065,-98.756,-97.391,-101.945,-100.455,-102.223,-101.942,-101.667,-98.877,-101.130,-102.910,-101.422,-102.178,-98.394,-100.545,-102.544,-103.085,-96.454,-99.216,-101.116,-103.385,-102.134,-102.150,-102.124,-95.861,-99.466,-101.762,-98.995,-98.139,-99.997,-99.444,-101.510,-102.757,-102.276,-99.601,-100.226,-100.869,-98.207,-102.317,-101.191,-98.411,-98.532,-101.917,-96.506,-100.660,-90.468
220.319,128.774,-100.357,-101.062,-99.585,-100.990,-102.133,-102.316,-102.653,-102.597,-100.188,-102.837,-102.605,-102.989,-100.667,-101.411,-98.136,-101.173,-102.108,-101.830,-99.114,-102.198,-101.234,-102.690,-102.011,-84.852,-101.084,-100.896,-101.455,-101.473,-101.111,-101.084,-101.261,-99.453,-101.623,-102.432,-99.923,-97.430,-100.581,-101.289,-102.830,-96.208,-100.997,-102.321,-102.675,-102.845,-101.324,-99.443,-98.535,-100.284,-101.089,-100.131,-96.944,-99.395,-98.790,-96.965,-96.356,-100.465,-102.247,-100.015,-100.569,-99.432,-103.374,-100.706,-102.661,-97.037,-96.884,-101.421,-101.482,-101.127,-99.131,-102.826,-101.126,-101.603,-97.015,-99.037,-100.774,-100.446,-102.184,-102.755,-101.469,-101.992,-100.304,-101.371,-102.696,-99.166,-100.459,-102.404,-102.270,-100.822,-102.438,-100.171,-98.588,-101.034,-99.567,-101.684,-97.605,-100.901,-100.859,-101.137,-99.613,-99.715,-93.475
266.858,128.774,-101.176,-100.133,-99.826,-102.746,-101.493,-102.669,-101.518,-102.267,-100.745,-101.230,-102.168,-102.481,-99.429,-101.792,-102.231,-100.582,-100.267,-102.396,-99.795,-103.090,-99.936,-88.419,-100.989,-99.064,-100.569,-101.845,-101.557,-102.698,-99.186,-102.400,-98.719,-98.949,-99.873,-100.574,-100.414,-98.845,-98.668,-99.983,-102.303,-98.243,-100.145,-97.888,-99.952,-101.460,-104.369,-101.043,-98.724,-101.003,-97.101,-102.200,-103.494,-101.529,-97.822,-94.562,-93.446,-101.421,-98.547,-98.116,-98.349,-100.726,-101.826,-99.764,-101.549,-98.068,-97.284,-102.045,-103.109,-98.789,-99.458,-101.185,-100.753,-100.188,-95.704,-102.213,-101.871,-100.313,-102.150,-101.424,-100.344,-98.413,-99.953,-100.349,-102.018,-100.911,-99.396,-101.661,-99.310,-101.166,-101.857,-99.614,-99.517,-101.450,-98.461,-101.998,-100.121,-99.905,-100.467,-98.139,-101.873,-102.219,-92.880
313.397,128.774,-98.814,-99.302,-102.968,-99.839,-99.856,-102.388,-100.204,-102.937,-99.383,-101.459,-103.009,-100.058,-101.680,-100.993,-102.075,-100.585,-102.914,-101.828,-101.478,-101.692,-102.659,-101.387,-101.883,-99.650,-98.594,-102.169,-100.956,-102.216,-99.082,-100.257,-97.283,-102.944,-101.134,-100.474,-101.436,-99.375,-102.126,-100.733,-101.771,-98.758,-100.116,-101.278,-100.145,-101.801,-100.916,-101.109,-100.941,-101.201,-97.092,-101.798,-96.948,-102.375,-97.746,-95.714,-91.348,-101.112,-101.852,-97.909,-98.822,-103.444,-100.160,-98.044,-101.436,-96.778,-99.157,-100.929,-102.366,-100.279,-100.013,-101.670,-100.174,-100.435,-96.270,-99.598,-98.484,-99.478,-101.109,-101.853,-101.523,-97.808,-101.743,-101.327,-102.154,-99.105,-100.227,-98.997,-102.074,-100.851,-100.308,-99.491,-99.755,-102.226,-101.441,-103.151,-100.660,-101.791,-103.636,-100.676,-100.699,-100.547,-94.021
127.241,142.678,-100.924,-97.878,-99.470,-101.960,-101.744,-100.988,-101.330,-102.341,-99.110,-100.437,-101.987,-100.757,-99.911,-101.862,-100.616,-100.578,-103.291,-100.124,-100.616,-99.321,-102.159,-102.074,-101.923,-99.013,-100.299,-102.201,-101.149,-101.855,-98.547,-100.625,-98.830,-99.581,-100.945,-100.299,-100.439,-99.871,-99.913,-97.892,-102.042,-100.334,-101.168,-97.656,-101.927,-100.820,-99.702,-99.338,-100.941,-99.950,-99.026,-100.966,-95.468,-100.121,-97.969,-93.791,-95.214,-99.042,-97.619,-99.135,-100.593,-101.476,-101.586,-99.658,-100.862,-97.231,-97.758,-101.598,-102.930,-101.279,-97.391,-101.628,-99.495,-102.101,-97.177,-99.678,-100.913,-102.240,-100.069,-101.681,-101.177,-97.359,-98.268,-101.963,-102.956,-97.184,-102.424,-101.546,-101.592,-100.955,-101.923,-102.268,-98.031,-99.989,-97.878,-102.605,-97.855,-99.342,-99.783,-98.598,-99.397,-101.994,-91.756
173.780,142.678,-100.973,-99.724,-102.444,-102.049,-102.210,-102.406,-101.061,-102.601,-98.661,-101.081,-101.668,-102.675,-97.869,-99.473,-100.005,-98.737,-99.638,-101.716,-101.409,-100.771,-100.972,-102.369,-102.520,-102.417,-99.687,-100.753,-101.661,-102.114,-97.954,-99.193,-99.888,-101.839,-101.916,-102.270,-101.562,-99.599,-101.918,-99.721,-100.883,-100.292,-99.396,-98.256,-101.097,-101.173,-102.392,-100.890,-101.672,-103.003,-97.785,-102.634,-99.867,-100.967,-100.808,-96.396,-93.913,-100.226,-98.540,-99.151,-101.345,-100.052,-101.739,-101.549,-101.713,-98.465,-98.844,-102.066,-101.274,-100.105,-100.229,-99.636,-100.523,-101.875,-96.859,-100.309,-100.874,-100.974,-102.880,-101.397,-101.439,-99.735,-99.996,-101.433,-102.301,-99.399,-100.412,-98.061,-98.978,-100.449,-102.426,-101.094,-99.363,-99.396,-98.863,-101.887,-99.901,-102.284,-100.674,-101.553,-103.120,-102.584,-91.463
220.319,142.678,-98.528,-99.077,-101.651,-98.960,-102.033,-102.447,-100.595,-100.424,-99.083,-100.810,-102.800,-101.954,-100.978,-101.787,-98.821,-101.812,-101.346,-101.273,-102.325,-100.765,-101.612,-101.431,-100.557,-100.355,-101.185,-100.929,-100.485,-102.667,-101.395,-99.396,-102.958,-98.537,-103.492,-102.594,-101.488,-101.058,-98.054,-101.623,-101.724,-99.690,-99.709,-99.746,-99.527,-101.764,-100.123,-97.717,-100.406,-100.631,-98.983,-100.957,-96.968,-102.754,-100.854,-96.492,-98.235,-98.372,-98.232,-100.527,-100.789,-101.583,-102.110,-97.734,-101.951,-98.013,-97.430,-101.909,-101.077,-99.239,-98.027,-101.627,-99.337,-101.924,-97.434,-100.329,-99.139,-98.262,-102.383,-101.586,-101.701,-99.030,-99.413,-102.237,-100.943,-100.809,-103.478,-99.249,-101.264,-102.148,-102.806,-102.846,-98.065,-102.271,-101.001,-102.548,-100.984,-102.314,-101.042,-97.896,-101.785,-101.787,-94.801
266.858,142.678,-102.459,-100.901,-98.301,-95.841,-101.056,-100.561,-101.717,-101.696,-98.211,-103.977,-101.709,-102.097,-100.441,-100.943,-100.974,-102.159,-100.726,-101.286,-100.073,-97.148,-102.120,-88.590,-101.729,-85.839,-102.676,-99.853,-98.615,-101.415,-100.171,-99.069,-99.817,-98.079,-103.293,-102.119,-102.056,-99.122,-101.690,-101.420,-102.652,-100.765,-97.715,-100.839,-100.720,-102.323,-98.275,-101.736,-101.535,-99.349,-97.527,-101.533,-96.130,-101.405,-99.037,-96.333,-95.137,-100.628,-99.522,-98.127,-100.031,-100.566,-101.764,-99.575,-102.738,-100.213,-99.525,-100.639,-99.673,-101.815,-99.175,-103.130,-99.857,-102.317,-98.487,-100.209,-102.533,-98.196,-100.530,-100.790,-102.944,-98.221,-99.915,-100.745,-103.250,-99.368,-102.653,-101.183,-102.337,-100.353,-102.543,-101.042,-103.103,-99.090,-100.338,-102.760,-99.433,-100.243,-102.304,-100.529,-100.346,-102.529,-97.007
313.397,142.678,-101.243,-102.082,-101.642,-102.069,-102.346,-100.589,-100.823,-102.580,-98.752,-102.025,-103.404,-99.981,-99.566,-98.750,-100.544,-101.478,-101.711,-101.632,-99.590,-99.753,-100.296,-102.486,-101.143,-101.198,-100.407,-99.428,-98.695,-102.718,-99.368,-101.506,-100.741,-100.511,-102.551,-101.791,-102.213,-102.431,-100.737,-100.064,-100.749,-98.009,-101.916,-99.422,-100.955,-99.856,-102.499,-99.891,-100.235,-100.290,-96.562,-101.637,-97.075,-102.577,-101.254,-96.468,-93.420,-100.011,-100.772,-97.906,-100.892,-100.116,-101.262,-101.051,-102.966,-100.031,-98.162,-101.061,-101.416,-98.230,-100.132,-100.855,-100.233,-100.618,-96.100,-99.514,-103.112,-100.911,-101.722,-102.806,-99.925,-100.182,-103.658,-101.001,-101.732,-99.832,-102.613,-101.970,-102.175,-100.365,-102.977,-99.248,-97.003,-102.092,-101.252,-101.046,-98.832,-98.272,-101.362,-102.308,-100.081,-102.543,-94.892
