PhysicalX(mm),PhysicalY(mm),P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
248.209,-55.273,-88.926,-89.449,-90.745,-86.744,-88.802,-92.477,-89.191,-85.938,-84.755,-89.100,-93.024,-89.973,-94.185,-86.016,-85.573,-85.566,-85.300,-84.482,-86.061,-84.715,-85.074,-89.541,-90.521,-91.643,-96.527,-97.142,-90.462,-91.465,-87.322,-99.417,-85.809,-86.687,-90.843,-95.525,-92.165,-93.853,-92.588,-90.344,-89.329,-89.781,-90.572,-86.629,-87.043,-87.924,-90.475,-86.299,-89.029,-90.851,-87.630,-86.052,-86.050,-94.952,-93.974,-88.046,-84.990,-82.883,-86.574,-99.209,-95.560,-85.247,-84.142,-86.280,-85.287,-85.070,-94.630,-85.398,-86.018,-89.997,-88.447,-86.245,-84.892,-89.579,-93.735,-86.228,-87.794,-86.013,-88.854,-91.728,-92.927,-93.051,-89.970,-93.066,-94.950,-89.768,-84.234,-85.621,-86.602,-88.515,-91.014,-87.709,-85.851,-87.250,-86.220,-90.282,-87.500,-87.275,-86.742,-82.574,-86.207,-86.130,-87.503
257.547,-55.273,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000
266.886,-55.273,-91.202,-96.874,-95.166,-88.467,-86.033,-84.939,-85.743,-86.349,-85.490,-90.337,-86.636,-89.591,-93.984,-89.268,-90.772,-89.490,-89.012,-94.021,-94.562,-94.014,-90.651,-88.539,-95.156,-91.808,-90.500,-91.799,-88.207,-85.852,-85.472,-85.578,-91.467,-96.905,-89.916,-86.449,-86.948,-90.742,-90.022,-92.181,-95.730,-93.954,-90.697,-88.133,-86.562,-86.556,-89.214,-88.680,-90.114,-93.507,-87.679,-87.511,-94.248,-92.326,-92.145,-93.460,-93.627,-83.818,-85.882,-89.036,-90.800,-86.342,-88.066,-88.380,-89.371,-86.953,-90.213,-94.714,-86.719,-88.188,-89.836,-88.835,-85.706,-85.715,-93.682,-93.632,-86.022,-90.313,-87.960,-88.791,-91.777,-91.768,-93.383,-89.244,-87.985,-88.206,-89.862,-88.752,-84.782,-84.469,-90.949,-92.730,-91.799,-94.849,-90.566,-92.451,-91.439,-84.454,-82.600,-88.744,-89.810,-83.747,-87.885
276.225,-55.273,-88.505,-86.815,-87.380,-88.938,-89.766,-98.919,-95.944,-98.994,-93.471,-95.692,-86.651,-86.664,-84.528,-88.287,-88.008,-87.483,-88.079,-92.866,-89.854,-87.976,-94.006,-91.299,-92.755,-89.578,-87.324,-90.683,-91.224,-89.534,-91.443,-89.627,-88.098,-91.593,-91.015,-88.182,-90.944,-85.527,-84.741,-88.797,-85.605,-89.986,-94.226,-91.233,-86.480,-86.443,-97.440,-90.619,-88.306,-93.566,-93.242,-88.895,-90.558,-83.881,-85.880,-89.282,-89.046,-91.804,-91.461,-87.202,-94.713,-84.832,-86.433,-89.085,-89.624,-86.898,-88.317,-88.726,-89.737,-87.174,-90.685,-91.206,-88.878,-85.487,-89.060,-89.843,-89.623,-85.766,-83.312,-89.155,-94.264,-88.935,-88.879,-91.265,-88.006,-88.629,-86.409,-90.578,-89.564,-88.733,-90.358,-92.263,-86.178,-85.698,-89.075,-85.117,-85.685,-84.974,-85.582,-89.376,-87.236,-88.081,-83.782
285.564,-55.273,-95.778,-94.174,-89.388,-88.595,-91.361,-88.685,-90.304,-90.011,-86.543,-89.351,-87.003,-88.282,-81.822,-84.071,-88.033,-94.293,-94.295,-90.724,-86.657,-85.580,-85.708,-87.535,-93.473,-86.884,-86.810,-93.437,-93.877,-86.737,-86.729,-89.766,-90.834,-90.561,-92.984,-89.867,-88.129,-87.624,-88.537,-90.501,-88.050,-90.332,-89.902,-87.152,-85.098,-92.124,-93.496,-92.362,-86.267,-89.057,-84.214,-89.689,-91.299,-87.720,-88.983,-85.415,-85.608,-91.340,-90.621,-90.130,-89.755,-90.196,-86.740,-86.155,-96.143,-85.533,-91.173,-85.607,-85.436,-87.135,-87.278,-88.178,-87.003,-86.564,-88.642,-87.104,-89.738,-91.362,-94.674,-94.747,-90.063,-91.423,-85.320,-85.350,-89.273,-89.305,-89.025,-90.334,-88.549,-89.155,-90.072,-91.708,-91.554,-87.413,-86.581,-90.495,-89.222,-89.520,-85.046,-92.318,-90.711,-87.733,-85.148
294.902,-55.273,-93.335,-90.460,-86.202,-87.327,-90.551,-89.170,-88.070,-88.711,-92.736,-89.900,-87.771,-87.717,-88.030,-87.964,-85.665,-87.424,-91.732,-86.048,-83.938,-82.578,-87.678,-90.988,-94.902,-90.696,-92.483,-87.529,-87.556,-90.296,-88.565,-88.329,-88.296,-86.526,-86.885,-89.836,-84.899,-84.877,-91.133,-87.210,-90.321,-89.816,-82.899,-84.834,-85.162,-88.340,-86.156,-92.895,-91.988,-92.190,-89.392,-87.506,-87.557,-87.302,-85.863,-88.774,-89.920,-85.240,-85.602,-89.836,-88.465,-86.848,-86.172,-89.694,-88.554,-88.342,-89.516,-87.034,-93.191,-88.136,-93.068,-88.965,-92.541,-83.981,-85.905,-85.432,-89.898,-91.624,-85.889,-87.003,-90.151,-88.622,-91.925,-94.197,-89.403,-85.874,-82.918,-89.848,-92.542,-96.101,-89.109,-88.572,-90.318,-88.955,-96.235,-91.432,-90.079,-90.668,-88.006,-87.948,-88.044,-88.713,-88.713
304.241,-55.273,-88.529,-85.619,-85.545,-85.192,-83.719,-85.920,-85.692,-86.730,-86.735,-90.644,-84.536,-84.501,-86.728,-92.274,-87.755,-91.775,-87.067,-87.297,-87.493,-87.497,-90.186,-88.893,-87.125,-87.496,-89.468,-86.409,-83.135,-88.976,-88.448,-89.483,-93.227,-91.517,-86.168,-86.192,-89.903,-84.526,-84.346,-87.988,-90.987,-89.262,-84.084,-85.832,-88.560,-88.489,-88.790,-94.128,-88.068,-84.188,-84.180,-96.626,-88.111,-89.327,-89.215,-89.633,-90.949,-88.142,-88.143,-96.984,-96.156,-89.948,-87.208,-86.998,-92.779,-90.521,-90.767,-87.065,-88.165,-91.508,-86.989,-88.209,-89.573,-84.115,-85.453,-90.444,-84.921,-85.035,-86.490,-88.690,-92.804,-91.409,-88.958,-85.112,-83.117,-91.922,-87.479,-85.048,-85.129,-87.832,-87.739,-88.800,-92.666,-90.755,-88.521,-87.134,-87.769,-86.414,-86.238,-91.576,-89.203,-89.461,-89.658
313.580,-55.273,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000
322.919,-55.273,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000
332.257,-55.273,-88.226,-92.991,-90.720,-89.680,-92.564,-93.105,-96.705,-90.974,-89.230,-86.112,-90.390,-87.617,-88.671,-88.599,-88.447,-88.583,-88.648,-87.849,-89.753,-86.558,-91.836,-88.818,-89.289,-88.061,-90.007,-88.965,-92.531,-88.164,-85.834,-88.310,-88.225,-91.568,-89.743,-92.681,-89.013,-85.502,-89.154,-88.984,-82.660,-91.063,-87.266,-86.643,-86.513,-91.830,-87.295,-85.564,-88.309,-93.079,-86.615,-86.363,-88.014,-94.399,-88.401,-88.499,-88.977,-89.073,-89.317,-92.637,-88.848,-88.864,-88.401,-84.771,-85.330,-92.771,-85.342,-84.845,-87.249,-90.832,-94.939,-90.394,-84.924,-83.420,-87.201,-90.708,-88.497,-91.451,-93.031,-88.767,-89.363,-89.441,-86.288,-87.128,-84.600,-84.318,-90.001,-88.031,-87.369,-94.040,-84.365,-83.951,-86.258,-89.633,-89.233,-85.706,-87.388,-85.181,-84.635,-87.104,-91.098,-88.666,-88.104
248.209,-53.826,-87.439,-87.199,-83.551,-91.232,-89.059,-86.771,-88.160,-85.707,-86.556,-91.752,-89.769,-84.098,-86.515,-90.441,-85.961,-86.571,-87.769,-88.254,-86.215,-89.420,-88.146,-85.661,-90.494,-90.551,-87.694,-88.417,-87.556,-88.145,-92.083,-94.682,-91.228,-87.085,-86.428,-90.554,-87.691,-87.069,-93.048,-96.931,-87.279,-91.862,-90.400,-85.965,-86.886,-91.673,-90.559,-90.043,-91.642,-92.996,-91.118,-93.510,-92.988,-93.043,-88.546,-87.536,-88.195,-95.112,-96.254,-92.401,-89.721,-86.092,-87.499,-90.784,-87.549,-90.163,-92.892,-89.784,-96.573,-94.982,-91.240,-93.981,-90.634,-90.144,-84.290,-85.429,-86.596,-91.590,-89.769,-91.670,-85.755,-89.530,-88.603,-87.817,-85.680,-87.887,-89.451,-83.821,-91.158,-86.549,-85.780,-89.127,-91.633,-87.580,-90.204,-86.797,-86.961,-88.070,-88.072,-87.488,-87.538,-89.783,-88.205
257.547,-53.826,-88.259,-88.991,-91.906,-95.398,-87.857,-86.169,-88.309,-90.531,-87.176,-85.741,-86.198,-84.008,-84.297,-88.924,-85.167,-85.659,-85.642,-88.874,-87.701,-87.673,-90.447,-89.306,-91.318,-93.521,-92.331,-89.845,-88.988,-90.867,-84.330,-85.721,-84.641,-87.636,-86.295,-86.047,-91.659,-92.144,-89.457,-84.320,-87.570,-86.069,-84.328,-88.103,-89.250,-87.353,-90.402,-89.162,-83.753,-83.452,-86.520,-88.247,-87.260,-91.176,-86.506,-86.036,-87.494,-88.130,-87.224,-85.310,-90.726,-86.730,-84.038,-84.705,-84.557,-87.869,-89.669,-86.758,-84.756,-89.498,-89.495,-86.968,-86.782,-90.444,-91.258,-90.329,-86.703,-86.940,-92.383,-89.427,-89.177,-93.416,-85.417,-84.673,-90.274,-88.188,-86.165,-89.401,-87.763,-92.100,-90.015,-87.233,-87.775,-87.414,-87.959,-89.593,-87.820,-83.959,-84.386,-85.041,-83.916,-84.770,-86.657
266.886,-53.826,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000
276.225,-53.826,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000,-1000.000
